	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
10	Q9UP38	Frizzled-1	Swiss-Prot	FZD1	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP236', ' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
11	D3DT10		TrEMBL	PRKACB	4.0	['hsa05030', 'hsa04310', 'hsa04724', 'hsa04923']	KEGG_2019_Human						
12	P56705	Protein Wnt-4	Swiss-Prot	WNT4	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP3876', ' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
13	P56704	Protein Wnt-3a	Swiss-Prot	WNT3A	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP4258', ' WP428', ' WP2064', ' WP399', ' WP4336']	WikiPathways_2019_Human			
14	Q9ULW2	Frizzled-10	Swiss-Prot	FZD10	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
15	O00744	Protein Wnt-10b	Swiss-Prot	WNT10B	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP236', ' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human	2.0	['R-HSA-381340', 'R-HSA-1266738']	Reactome_2016
16	Q9ULV1	Frizzled-4	Swiss-Prot	FZD4	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	2.0	[' WP2858', ' WP399']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
17	O00144	Frizzled-9	Swiss-Prot	FZD9	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
18	Q14332	Frizzled-2	Swiss-Prot	FZD2	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
19	O75084	Frizzled-7	Swiss-Prot	FZD7	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
20	Q9NQB0	Transcription factor 7-like 2	Swiss-Prot	TCF7L2	4.0	['hsa04390', 'hsa04310', 'hsa05217', 'hsa04520']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human	3.0	['R-HSA-4086398', 'R-HSA-4411364', 'R-HSA-400508']	Reactome_2016
21	O00755	Protein Wnt-7a	Swiss-Prot	WNT7A	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
22	O60353	Frizzled-6	Swiss-Prot	FZD6	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
23	P49841	Glycogen synthase kinase-3 beta	Swiss-Prot	GSK3B	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP4258', ' WP428', ' WP2064', ' WP399', ' WP4336']	WikiPathways_2019_Human	1.0	['R-HSA-1266738']	Reactome_2016
24	Q9UJU2	Lymphoid enhancer-binding factor 1	Swiss-Prot	LEF1	4.0	['hsa04390', 'hsa04310', 'hsa05217', 'hsa04520']	KEGG_2019_Human	5.0	[' WP4258', ' WP428', ' WP2853', ' WP399', ' WP4336']	WikiPathways_2019_Human	3.0	['R-HSA-4086398', 'R-HSA-4411364', 'R-HSA-1266738']	Reactome_2016
25	Q13485	Mothers against decapentaplegic homolog 4	Swiss-Prot	SMAD4	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa04520']	KEGG_2019_Human	2.0	[' WP2858', ' WP2853']	WikiPathways_2019_Human	1.0	['R-HSA-1266738']	Reactome_2016
26	Q13467	Frizzled-5	Swiss-Prot	FZD5	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP4258', ' WP428', ' WP2858', ' WP399', ' WP4336']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
27	P22694	cAMP-dependent protein kinase catalytic subunit beta	Swiss-Prot	PRKACB	4.0	['hsa05030', 'hsa04310', 'hsa04724', 'hsa04923']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
28	P22612	cAMP-dependent protein kinase catalytic subunit gamma	Swiss-Prot	PRKACG	4.0	['hsa05030', 'hsa04310', 'hsa04724', 'hsa04923']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
29	Q9UBV4	Protein Wnt-16	Swiss-Prot	WNT16	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
30	Q9Y6F9	Protein Wnt-6	Swiss-Prot	WNT6	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
31	P04628	Proto-oncogene Wnt-1	Swiss-Prot	WNT1	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	7.0	[' WP236', ' WP4258', ' WP428', ' WP2858', ' WP2064', ' WP399', ' WP4336']	WikiPathways_2019_Human	2.0	['R-HSA-381340', 'R-HSA-1266738']	Reactome_2016
32	P09544	Protein Wnt-2	Swiss-Prot	WNT2	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
33	O14641	Segment polarity protein dishevelled homolog DVL-2	Swiss-Prot	DVL2	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP4258', ' WP428', ' WP2064', ' WP399', ' WP4336']	WikiPathways_2019_Human			
34	Q93098	Protein Wnt-8b	Swiss-Prot	WNT8B	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human						
35	Q93097	Protein Wnt-2b	Swiss-Prot	WNT2B	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
36	Q92997	Segment polarity protein dishevelled homolog DVL-3	Swiss-Prot	DVL3	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP4258', ' WP428', ' WP2064', ' WP399', ' WP4336']	WikiPathways_2019_Human			
37	Q9GZT5	Protein Wnt-10a	Swiss-Prot	WNT10A	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
38	P84022	Mothers against decapentaplegic homolog 3	Swiss-Prot	SMAD3	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa04520']	KEGG_2019_Human	2.0	[' WP236', ' WP2853']	WikiPathways_2019_Human	1.0	['R-HSA-1266738']	Reactome_2016
39	A0A384N611	Protein Wnt	TrEMBL		4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human						
40	O14640	Segment polarity protein dishevelled homolog DVL-1	Swiss-Prot	DVL1	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	6.0	[' WP236', ' WP4258', ' WP428', ' WP2064', ' WP399', ' WP4336']	WikiPathways_2019_Human			
41	O96014	Protein Wnt-11	Swiss-Prot	WNT11	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
42	O95996	Adenomatous polyposis coli protein 2	Swiss-Prot	APC2	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	1.0	[' WP4258']	WikiPathways_2019_Human			
43	Q9H1J5	Protein Wnt-8a	Swiss-Prot	WNT8A	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	2.0	[' WP2853', ' WP2064']	WikiPathways_2019_Human			
44	Q9H1J7	Protein Wnt-5b	Swiss-Prot	WNT5B	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP236', ' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
45	Q9Y2T1	Axin-2	Swiss-Prot	AXIN2	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	3.0	[' WP4258', ' WP2064', ' WP399']	WikiPathways_2019_Human	1.0	['R-HSA-4411364']	Reactome_2016
46	P17612	cAMP-dependent protein kinase catalytic subunit alpha	Swiss-Prot	PRKACA	4.0	['hsa05030', 'hsa04310', 'hsa04724', 'hsa04923']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
47	O15169	Axin-1	Swiss-Prot	AXIN1	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP4258', ' WP428', ' WP2064', ' WP399', ' WP4336']	WikiPathways_2019_Human			
48	P41221	Protein Wnt-5a	Swiss-Prot	WNT5A	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
49	Q9H461	Frizzled-8	Swiss-Prot	FZD8	4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa05217']	KEGG_2019_Human	5.0	[' WP4258', ' WP428', ' WP2858', ' WP399', ' WP4336']	WikiPathways_2019_Human			
50	Q9P0T0		TrEMBL		4.0	['hsa04550', 'hsa04390', 'hsa04310', 'hsa04520']	KEGG_2019_Human						
51	P42262	Glutamate receptor 2	Swiss-Prot	GRIA2	3.0	['hsa05030', 'hsa05033', 'hsa04724']	KEGG_2019_Human						
52	O15399	Glutamate receptor ionotropic, NMDA 2D	Swiss-Prot	GRIN2D	3.0	['hsa05030', 'hsa05033', 'hsa04724']	KEGG_2019_Human						
53	Q05586	Glutamate receptor ionotropic, NMDA 1	Swiss-Prot	GRIN1	3.0	['hsa05030', 'hsa05033', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
54	O60391	Glutamate receptor ionotropic, NMDA 3B	Swiss-Prot	GRIN3B	3.0	['hsa05030', 'hsa05033', 'hsa04724']	KEGG_2019_Human						
55	P27361	Mitogen-activated protein kinase 3	Swiss-Prot	MAPK3	3.0	['hsa04550', 'hsa04520', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
56	Q8TCU5	Glutamate receptor ionotropic, NMDA 3A	Swiss-Prot	GRIN3A	3.0	['hsa05030', 'hsa05033', 'hsa04724']	KEGG_2019_Human						
57	O95622	Adenylate cyclase type 5	Swiss-Prot	ADCY5	3.0	['hsa05030', 'hsa04724', 'hsa04923']	KEGG_2019_Human						
58	P01106	Myc proto-oncogene protein	Swiss-Prot	MYC	3.0	['hsa04550', 'hsa04390', 'hsa04310']	KEGG_2019_Human	7.0	[' WP3651', ' WP4258', ' WP428', ' WP2858', ' WP2064', ' WP399', ' WP4336']	WikiPathways_2019_Human	2.0	['R-HSA-4411364', 'R-HSA-1266738']	Reactome_2016
59	P12644	Bone morphogenetic protein 4	Swiss-Prot	BMP4	3.0	['hsa04550', 'hsa04390', 'hsa05217']	KEGG_2019_Human	3.0	[' WP236', ' WP2858', ' WP2064']	WikiPathways_2019_Human			
60	P08754	Guanine nucleotide-binding protein G(i) subunit alpha	Swiss-Prot	GNAI3	3.0	['hsa05030', 'hsa04724', 'hsa04923']	KEGG_2019_Human						
61	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2	Swiss-Prot	GNAI2	3.0	['hsa05030', 'hsa04724', 'hsa04923']	KEGG_2019_Human						
62	P28482	Mitogen-activated protein kinase 1	Swiss-Prot	MAPK1	3.0	['hsa04550', 'hsa04520', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
63	Q499G7	Mitogen-activated protein kinase	TrEMBL	MAPK1	3.0	['hsa04550', 'hsa04520', 'hsa04724']	KEGG_2019_Human						
64	Q14957	Glutamate receptor ionotropic, NMDA 2C	Swiss-Prot	GRIN2C	3.0	['hsa05030', 'hsa05033', 'hsa04724']	KEGG_2019_Human						
65	A0A384P5Q5	Adenylate cyclase	TrEMBL		3.0	['hsa05030', 'hsa04724', 'hsa04923']	KEGG_2019_Human						
66	P63092	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	Swiss-Prot	GNAS	3.0	['hsa05030', 'hsa04724', 'hsa04923']	KEGG_2019_Human						
67	Q12879	Glutamate receptor ionotropic, NMDA 2A	Swiss-Prot	GRIN2A	3.0	['hsa05030', 'hsa05033', 'hsa04724']	KEGG_2019_Human						
68	P63096	Guanine nucleotide-binding protein G(i) subunit alpha-1	Swiss-Prot	GNAI1	3.0	['hsa05030', 'hsa04724', 'hsa04923']	KEGG_2019_Human						
69	P78352	Disks large homolog 4	Swiss-Prot	DLG4	3.0	['hsa04390', 'hsa05030', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
70	A0A0S2Z3H8		TrEMBL	GNAS	3.0	['hsa05030', 'hsa04724', 'hsa04923']	KEGG_2019_Human						
71	Q13224	Glutamate receptor ionotropic, NMDA 2B	Swiss-Prot	GRIN2B	3.0	['hsa05030', 'hsa05033', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
72	P67870	Casein kinase II subunit beta	Swiss-Prot	CSNK2B	2.0	['hsa04310', 'hsa04520']	KEGG_2019_Human	3.0	[' WP4258', ' WP428', ' WP4336']	WikiPathways_2019_Human	1.0	['R-HSA-1266738']	Reactome_2016
73	Q92793	CREB-binding protein	Swiss-Prot	CREBBP	2.0	['hsa04310', 'hsa04520']	KEGG_2019_Human	2.0	[' WP3651', ' WP399']	WikiPathways_2019_Human	2.0	['R-HSA-381340', 'R-HSA-1266738']	Reactome_2016
74	P68400	Casein kinase II subunit alpha	Swiss-Prot	CSNK2A1	2.0	['hsa04310', 'hsa04520']	KEGG_2019_Human	3.0	[' WP4258', ' WP428', ' WP4336']	WikiPathways_2019_Human	1.0	['R-HSA-1266738']	Reactome_2016
75	Q92569	Phosphatidylinositol 3-kinase regulatory subunit gamma	Swiss-Prot	PIK3R3	2.0	['hsa04550', 'hsa04923']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
76	P42338	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	Swiss-Prot	PIK3CB	2.0	['hsa04550', 'hsa04923']	KEGG_2019_Human				1.0	['R-HSA-1266738']	Reactome_2016
77	P15153	Ras-related C3 botulinum toxin substrate 2	Swiss-Prot	RAC2	2.0	['hsa04310', 'hsa04520']	KEGG_2019_Human						
78	P16298	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	Swiss-Prot	PPP3CB	2.0	['hsa04310', 'hsa04724']	KEGG_2019_Human	1.0	[' WP428']	WikiPathways_2019_Human	2.0	['R-HSA-4086398', 'R-HSA-1266738']	Reactome_2016
79	P63261	Actin, cytoplasmic 2	Swiss-Prot	ACTG1	2.0	['hsa04390', 'hsa04520']	KEGG_2019_Human				3.0	['R-HSA-418990', 'R-HSA-446728', 'R-HSA-1266738']	Reactome_2016
80	Q8TEW0	Partitioning defective 3 homolog	Swiss-Prot	PARD3	2.0	['hsa04390', 'hsa04520']	KEGG_2019_Human				1.0	['R-HSA-446728']	Reactome_2016
81	P63098	Calcineurin subunit B type 1	Swiss-Prot	PPP3R1	2.0	['hsa04310', 'hsa04724']	KEGG_2019_Human	1.0	[' WP428']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
82	Q8NFM4	Adenylate cyclase type 4	Swiss-Prot	ADCY4	2.0	['hsa04724', 'hsa04923']	KEGG_2019_Human						
83	Q8NEV1	Casein kinase II subunit alpha 3	Swiss-Prot	CSNK2A3	2.0	['hsa04310', 'hsa04520']	KEGG_2019_Human	3.0	[' WP4258', ' WP428', ' WP4336']	WikiPathways_2019_Human			
84	P19784	Casein kinase II subunit alpha'	Swiss-Prot	CSNK2A2	2.0	['hsa04310', 'hsa04520']	KEGG_2019_Human	3.0	[' WP4258', ' WP428', ' WP4336']	WikiPathways_2019_Human	1.0	['R-HSA-1266738']	Reactome_2016
85	P67775	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	Swiss-Prot	PPP2CA	2.0	['hsa04390', 'hsa04136']	KEGG_2019_Human	1.0	[' WP399']	WikiPathways_2019_Human			
86	Q00722	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	Swiss-Prot	PLCB2	2.0	['hsa04310', 'hsa04724']	KEGG_2019_Human	1.0	[' WP428']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
87	Q01970	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	Swiss-Prot	PLCB3	2.0	['hsa04310', 'hsa04724']	KEGG_2019_Human	1.0	[' WP428']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
88	Q969G9	Protein naked cuticle homolog 1	Swiss-Prot	NKD1	2.0	['hsa04390', 'hsa04310']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
89	P12830	Cadherin-1	Swiss-Prot	CDH1	2.0	['hsa04390', 'hsa04520']	KEGG_2019_Human	1.0	[' WP2064']	WikiPathways_2019_Human	2.0	['R-HSA-418990', 'R-HSA-446728']	Reactome_2016
90	Q09472	Histone acetyltransferase p300	Swiss-Prot	EP300	2.0	['hsa04310', 'hsa04520']	KEGG_2019_Human	2.0	[' WP3651', ' WP399']	WikiPathways_2019_Human	2.0	['R-HSA-381340', 'R-HSA-1266738']	Reactome_2016
91	P12643	Bone morphogenetic protein 2	Swiss-Prot	BMP2	2.0	['hsa04390', 'hsa05217']	KEGG_2019_Human	2.0	[' WP3876', ' WP236']	WikiPathways_2019_Human			
92	P11362	Fibroblast growth factor receptor 1	Swiss-Prot	FGFR1	2.0	['hsa04550', 'hsa04520']	KEGG_2019_Human	1.0	[' WP2064']	WikiPathways_2019_Human			
93	P10070	Zinc finger protein GLI2	Swiss-Prot	GLI2	2.0	['hsa04390', 'hsa05217']	KEGG_2019_Human	1.0	[' WP2853']	WikiPathways_2019_Human			
94	Q08828	Adenylate cyclase type 1	Swiss-Prot	ADCY1	2.0	['hsa04724', 'hsa04923']	KEGG_2019_Human						
95	Q96LZ3	Calcineurin subunit B type 2	Swiss-Prot	PPP3R2	2.0	['hsa04310', 'hsa04724']	KEGG_2019_Human	1.0	[' WP428']	WikiPathways_2019_Human			
96	Q02363	DNA-binding protein inhibitor ID-2	Swiss-Prot	ID2	2.0	['hsa04550', 'hsa04390']	KEGG_2019_Human						
97	P08069	Insulin-like growth factor 1 receptor	Swiss-Prot	IGF1R	2.0	['hsa04550', 'hsa04520']	KEGG_2019_Human						
98	Q08462	Adenylate cyclase type 2	Swiss-Prot	ADCY2	2.0	['hsa04724', 'hsa04923']	KEGG_2019_Human						
99	P06213	Insulin receptor	Swiss-Prot	INSR	2.0	['hsa04520', 'hsa04923']	KEGG_2019_Human						
100	Q08209	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	Swiss-Prot	PPP3CA	2.0	['hsa04310', 'hsa04724']	KEGG_2019_Human	1.0	[' WP428']	WikiPathways_2019_Human	1.0	['R-HSA-4086398']	Reactome_2016
101	P05771	Protein kinase C beta type	Swiss-Prot	PRKCB	2.0	['hsa04310', 'hsa04724']	KEGG_2019_Human	2.0	[' WP428', ' WP399']	WikiPathways_2019_Human			
102	Q8NDX2	Vesicular glutamate transporter 3	Swiss-Prot	SLC17A8	2.0	['hsa05033', 'hsa04724']	KEGG_2019_Human						
103	P63000	Ras-related C3 botulinum toxin substrate 1	Swiss-Prot	RAC1	2.0	['hsa04310', 'hsa04520']	KEGG_2019_Human	1.0	[' WP428']	WikiPathways_2019_Human	1.0	['R-HSA-1266738']	Reactome_2016
104	P42336	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	Swiss-Prot	PIK3CA	2.0	['hsa04550', 'hsa04923']	KEGG_2019_Human	1.0	[' WP3651']	WikiPathways_2019_Human	4.0	['R-HSA-8853334', 'R-HSA-5655291', 'R-HSA-1266738', 'R-HSA-5654689']	Reactome_2016
105	P49674	Casein kinase I isoform epsilon	Swiss-Prot	CSNK1E	2.0	['hsa04390', 'hsa04310']	KEGG_2019_Human	4.0	[' WP4258', ' WP428', ' WP399', ' WP4336']	WikiPathways_2019_Human			
106	Q59FV5		TrEMBL		2.0	['hsa04390', 'hsa05217']	KEGG_2019_Human						
107	P36897	TGF-beta receptor type-1	Swiss-Prot	TGFBR1	2.0	['hsa04390', 'hsa04520']	KEGG_2019_Human						
108	P37173	TGF-beta receptor type-2	Swiss-Prot	TGFBR2	2.0	['hsa04390', 'hsa04520']	KEGG_2019_Human						
109	P48454	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform	Swiss-Prot	PPP3CC	2.0	['hsa04310', 'hsa04724']	KEGG_2019_Human	1.0	[' WP428']	WikiPathways_2019_Human			
110	Q53GA5		TrEMBL		2.0	['hsa04310', 'hsa05217']	KEGG_2019_Human						
111	P40145	Adenylate cyclase type 8	Swiss-Prot	ADCY8	2.0	['hsa04724', 'hsa04923']	KEGG_2019_Human						
112	P48431	Transcription factor SOX-2	Swiss-Prot	SOX2	2.0	['hsa04550', 'hsa04390']	KEGG_2019_Human	3.0	[' WP2858', ' WP2853', ' WP399']	WikiPathways_2019_Human	1.0	['R-HSA-1266738']	Reactome_2016
113	Q4F7X0	Adenylate cyclase	TrEMBL	ADCY8	2.0	['hsa04724', 'hsa04923']	KEGG_2019_Human						
114	P41134	DNA-binding protein inhibitor ID-1	Swiss-Prot	ID1	2.0	['hsa04550', 'hsa04390']	KEGG_2019_Human	1.0	[' WP2064']	WikiPathways_2019_Human			
115	P48058	Glutamate receptor 4	Swiss-Prot	GRIA4	2.0	['hsa05033', 'hsa04724']	KEGG_2019_Human						
116	P05129	Protein kinase C gamma type	Swiss-Prot	PRKCG	2.0	['hsa04310', 'hsa04724']	KEGG_2019_Human	2.0	[' WP428', ' WP399']	WikiPathways_2019_Human			
117	P42261	Glutamate receptor 1	Swiss-Prot	GRIA1	2.0	['hsa05033', 'hsa04724']	KEGG_2019_Human						
118	Q15796	Mothers against decapentaplegic homolog 2	Swiss-Prot	SMAD2	2.0	['hsa04550', 'hsa04390']	KEGG_2019_Human	1.0	[' WP2853']	WikiPathways_2019_Human	1.0	['R-HSA-1266738']	Reactome_2016
119	Q15797	Mothers against decapentaplegic homolog 1	Swiss-Prot	SMAD1	2.0	['hsa04550', 'hsa04390']	KEGG_2019_Human	2.0	[' WP3876', ' WP2064']	WikiPathways_2019_Human			
120	P42263	Glutamate receptor 3	Swiss-Prot	GRIA3	2.0	['hsa05033', 'hsa04724']	KEGG_2019_Human						
121	P36894	Bone morphogenetic protein receptor type-1A	Swiss-Prot	BMPR1A	2.0	['hsa04550', 'hsa04390']	KEGG_2019_Human	2.0	[' WP2858', ' WP2853']	WikiPathways_2019_Human			
